회사이름,회사코드,주식가격,가격변동,시가총액,per,업종1,업종2,신용도1,신용도2,신용도3,매출2016,매출2017,매출2018,매출2019,매출2020,4년전대비,3년전대비,2년전대비,1년전대비,자산2016,자산2017,자산2018,자산2019,자산2020,부채2016,부채2017,부채2018,부채2019,부채2020,자본2016,자본2017,자본2018,자본2019,자본2020,유보율16,유보율17,유보율18,유보율19,유보율20,매출-4,매출-3,매출-2,매출-1,매출-0,4분기전대비,3분기전대비,2분기전대비,1분기전대비,자산-4,자산-3,자산-2,자산-1,자산-0,부채-4,부채-3,부채-2,부채-1,부채-0,유보-4,유보-3,유보-2,유보-1,유보-0
크린앤사이언스,45520,19950,0,1297.0,9.69,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,B+ ,B+ ,,600.0,771.0,952.0,1183.0,1505.0,2.5083333333333333,1.9520103761348897,1.5808823529411764,1.272189349112426,506,657,813,1159,1411,238,339,446,737,878,268,318,367,422,533,666.29,802.56,952.15,1109.76,1441.48,363,363,371,278,243,0.6694214876033058,0.6694214876033058,0.6549865229110512,0.8741007194244604,1288,1411,1363,1173,1176,748,878,849,702,712,1461.76,1441.48,1391.19,1274.67,1253.24
오공,45060,4100,35,695.0,9.01,KOSDAQ  코스닥 제조,FICS  화학,B+ ,B+ ,,1431.0,1496.0,1507.0,1519.0,1508.0,1.0538085255066387,1.0080213903743316,1.0006635700066357,0.9927583936800527,1205,1212,1287,1269,1330,646,603,543,462,461,560,608,744,806,870,814.19,898.65,771.08,843.6,923.13,386,412,417,413,393,1.0181347150259068,0.9538834951456311,0.9424460431654677,0.9515738498789347,1317,1330,1317,1298,1300,476,461,433,391,379,889.92,923.13,939.6,965.73,982.72
코프라,126600,11050,0,2333.0,18.31,KOSDAQ  코스닥 제조,FICS  자동차부품,A,A,,1301.0,1348.0,1614.0,1829.0,1509.0,1.1598770176787088,1.1194362017804154,0.9349442379182156,0.8250410060142154,1247,1423,1674,1564,1504,369,442,657,473,317,878,981,1017,1091,1187,1701.06,829.57,863.31,933.48,1042.75,394,451,472,509,516,1.3096446700507614,1.1441241685144123,1.0932203389830508,1.0137524557956779,1486,1504,1584,1628,1757,333,317,366,335,380,1010.95,1042.75,1072.25,1142.95,1222.15
아이디스,143160,23350,400,2502.0,22.31,KOSDAQ  코스닥 IT H/W,FICS  보안장비,BB ,BB ,,1047.0,952.0,1092.0,1119.0,1510.0,1.4422158548233046,1.5861344537815125,1.3827838827838828,1.3494191242180518,1851,1633,1655,1707,1836,188,113,137,184,219,1663,1519,1518,1524,1617,2600.56,2752.45,2789.66,2800.13,2970.74,350,366,401,469,584,1.6685714285714286,1.5956284153005464,1.4563591022443891,1.2452025586353945,1828,1836,1981,2813,3011,218,219,342,502,640,2958.75,2970.74,3012.54,3211.49,3314.17
제일전기공업,199820,17750,250,1972.0,12.05,KOSDAQ  코스닥 제조,FICS  전기장비,B,B,,1064.0,1232.0,1283.0,1461.0,1513.0,1.4219924812030076,1.2280844155844155,1.1792673421667965,1.0355920602327173,658,897,925,1014,1333,350,514,419,379,302,308,384,506,635,1031,541.99,699.02,954.17,1223.47,1756.78, ,0, , , ,,,,, ,1333, , , , ,302, , , , ,1756.78, , , 
현대코퍼레이션홀딩스,227840,12400,100,1129.0,6.37,KSE  코스피 유통업,FICS  식료품,A,A,,1536.0,1452.0,1654.0,1839.0,1516.0,0.9869791666666666,1.044077134986226,0.9165659008464329,0.8243610657966286,2103,1985,1888,2414,2169,229,202,205,619,400,1874,1784,1683,1795,1769,312.23,301.17,281.8,307.58,306.48,361,293,332,347,334,0.925207756232687,1.1399317406143346,1.0060240963855422,0.962536023054755,2259,2169,2211,2335,2377,376,400,421,414,389,328.95,306.48,310.94,327.6,342.41
상신이디피,91580,15000,250,2028.0,22.73,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,A,A,,768.0,998.0,1501.0,1303.0,1517.0,1.9752604166666667,1.5200400801603207,1.0106595602931379,1.1642363775901765,1009,1033,1427,1481,1614,642,652,853,860,890,367,382,574,621,724,550.7,575.57,806.59,881.08,1032.11,440,448,421,455,534,1.2136363636363636,1.1919642857142858,1.2684085510688836,1.1736263736263737,1584,1614,1672,1768,1923,883,890,874,933,981,1002.83,1032.11,1121.94,1179.43,1287.44
선광,3100,56600,-500,3736.0,55.04,KOSDAQ  코스닥 운송,FICS  운송인프라,C,C,,1280.0,1195.0,1356.0,1450.0,1517.0,1.18515625,1.2694560669456068,1.118731563421829,1.0462068965517242,5203,5413,5524,7077,7059,2198,2373,2476,4031,4006,3005,3040,3049,3046,3053,4443.78,4492.05,4600.72,4599.43,4666.96,400,407,363,430,388,0.97,0.9533169533169533,1.0688705234159779,0.9023255813953488,7069,7059,6865,6859,6936,4004,4006,3814,3751,3706,4685.17,4666.96,4665.59,4751.14,4936.06
문배철강,8420,3775,25,774.0,8.99,KSE  코스피 철강및금속,FICS  금속 및 광물,,,BBB,1299.0,1560.0,1594.0,1626.0,1527.0,1.1755196304849884,0.9788461538461538,0.9579673776662484,0.9391143911439115,1165,1577,1517,1953,1877,250,559,417,839,686,915,1018,1100,1113,1191,828.66,928.82,987.13,1000.16,1075.67, ,0, , , ,,,,, ,1877, , , , ,686, , , , ,1075.67, , , 
부산주공,5030,584,3,332.0,,KSE  코스피 운수장비,FICS  자동차부품,,,B,1796.0,1907.0,2038.0,2046.0,1527.0,0.8502227171492205,0.8007341373885685,0.7492639842983317,0.7463343108504399,2760,3010,3015,2821,2498,2283,2343,2492,2520,2231,477,668,524,301,266,322.24,397.68,147.32,41.85,, ,0, , , ,,,,, ,2498, , , , ,2231, , , , ,, , , 
인디에프,14990,1255,25,887.0,,KSE  코스피 섬유의복,FICS  섬유 및 의복,D,D,D,2029.0,2011.0,1976.0,2025.0,1528.0,0.7530803351404632,0.7598209845847836,0.7732793522267206,0.7545679012345679,1597,1421,1381,1494,1386,941,756,718,867,975,656,665,663,627,412,122.76,125.71,124.92,112.71,39.81,300,471,347,405,291,0.97,0.6178343949044586,0.8386167146974063,0.7185185185185186,1521,1386,1249,1183,1174,1033,975,930,885,963,65.61,39.81,8.34,1.25,
현우산업,92300,5280,-40,912.0,72.56,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,A,A,,1191.0,1274.0,1478.0,1685.0,1529.0,1.2837951301427373,1.2001569858712715,1.0345060893098783,0.9074183976261128,1209,1380,1552,1660,1741,604,701,838,905,988,605,679,713,755,752,898.35,848.44,915.31,904.11,894.06,411,409,427,455,480,1.167883211678832,1.17359413202934,1.1241217798594847,1.054945054945055,1912,1741,1825,1864,1960,1185,988,1084,1194,1239,861.95,894.06,875.83,783.98,848.76
앱코,129890,13500,50,1328.0,5.82,KOSDAQ  코스닥 IT H/W,FICS  컴퓨터 및 주변기기,A3-,A3-,,297.0,473.0,663.0,843.0,1532.0,5.158249158249158,3.2389006342494713,2.310708898944193,1.8173190984578884,110,202,416,572,1477,85,148,360,470,680,25,54,56,102,797,146.37,438.4,460.73,217.17,1545.02,434,358,426,275,208,0.4792626728110599,0.5810055865921788,0.48826291079812206,0.7563636363636363, ,1477,1331,1252,1196, ,680,502,415,405, ,1545.02,1611.6,1603.68,1514.5
이화공영,1840,5450,90,1079.0,358.55,KOSDAQ  코스닥 건설,FICS  건설,A- ,A- ,,1650.0,2108.0,1865.0,1384.0,1532.0,0.9284848484848485,0.7267552182163188,0.8214477211796246,1.106936416184971,817,845,764,854,863,395,420,336,427,436,422,425,429,427,427,325.83,329.3,332.91,331.42,331.37, ,0, , , ,,,,, ,863, , , , ,436, , , , ,331.37, , , 
상아프론테크,89980,61000,4000,9753.0,413.48,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,A,A,,1563.0,1532.0,1821.0,1862.0,1533.0,0.980806142034549,1.0006527415143602,0.841845140032949,0.8233082706766918,2020,2199,2391,2483,2833,1036,1104,1198,1045,1333,984,1095,1192,1438,1500,1387.49,1442.58,1579.06,1785.26,1882.53,418,440,403,463,469,1.1220095693779903,1.065909090909091,1.163771712158809,1.0129589632829374,2869,2833,2952,3095,3158,1341,1333,1446,1519,1400,1917.54,1882.53,1889.35,1979.69,2163.27
덕우전자,263600,7950,-50,1266.0,12.43,KOSDAQ  코스닥 제조,FICS  휴대폰 및 관련부품,A,A,,773.0,1133.0,884.0,1294.0,1534.0,1.9844760672703752,1.3539276257722859,1.7352941176470589,1.1854714064914993,615,1158,1029,1188,1626,218,313,219,298,659,397,845,810,890,966,6553.12,1987.92,1948.33,1006.13,1102.11,384,495,359,328,466,1.2135416666666667,0.9414141414141414,1.298050139275766,1.420731707317073,1579,1626,1669,1641,1879,604,659,655,636,839,1112.51,1102.11,1118.78,1096.93,1141.33
SBS콘텐츠허브,46140,8200,60,1760.0,22.43,KOSDAQ  코스닥 오락 문화,FICS  미디어,,,,2577.0,1980.0,1598.0,1621.0,1537.0,0.596429957314707,0.7762626262626262,0.9618272841051314,0.9481801357186922,2396,2115,2125,1971,1953,838,631,564,418,428,1559,1484,1561,1553,1524,1352.56,1282.6,1354.52,1346.71,1425.52,362,380,407,379,421,1.1629834254143647,1.1078947368421053,1.0343980343980343,1.1108179419525066,1883,1953,1916,1915,2065,364,428,374,362,458,1419.7,1425.52,1442.87,1453.1,1503.11
KG ETS,151860,15000,-100,5400.0,20.25,KOSDAQ  코스닥 기타서비스,FICS  금속 및 광물,A,A,,954.0,1088.0,1237.0,1609.0,1539.0,1.6132075471698113,1.4145220588235294,1.2441390460792239,0.9564947172156619,1949,2062,2260,4332,25584,565,591,759,1908,15082,1384,1471,1501,2424,10501,593.68,637.19,667.83,1127.95,1266.24,428,402,6948,8803,9642,22.52803738317757,23.98507462686567,1.3877374784110534,1.0953084175849142, ,25584,26980,28965,30542, ,15082,15762,16876,18291, ,1266.24,1466.49,1606.42,1527.38
BGF,27410,5310,60,5083.0,18.66,KSE  코스피 금융업,FICS  도소매,,,A+ ,861.0,1243.0,2206.0,1334.0,1544.0,1.7932636469221834,1.242156074014481,0.699909338168631,1.1574212893553224,19176,8581,16249,16574,16582,9754,1329,1091,1291,1211,9422,7252,15157,15283,15371,1764.96,2095.96,1454.88,1470.13,1478.32,454,400,386,521,580,1.277533039647577,1.45,1.5025906735751295,1.1132437619961613,16625,16582,16627,16743,17087,1232,1211,1271,1216,1488,1477.32,1478.32,1496.06,1507.29,1515.74
대주전자재료,78600,101500,2400,15713.0,307.1,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,BB-,BB-,,679.0,934.0,1029.0,1164.0,1545.0,2.27540500736377,1.6541755888650964,1.501457725947522,1.327319587628866,1412,1339,1734,1912,2060,828,794,898,1091,1188,585,545,836,822,872,818.82,679.33,1020.8,999.35,1050.81,397,393,460,503,525,1.3224181360201512,1.3358778625954197,1.141304347826087,1.0437375745526838,2053,2060,2158,2288,2383,1172,1188,1237,1325,1366,1064.34,1050.81,1111.18,1165.99,1233.03
천보,278280,332200,-700,33220.0,121.49,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,A,A,BB,720.0,875.0,1201.0,1353.0,1555.0,2.1597222222222223,1.7771428571428571,1.2947543713572023,1.14929785661493,825,1017,1347,2352,2607,206,248,272,246,362,619,770,1076,2106,2246,5553.82,6924.54,2597.98,4062.01,4527.37,383,450,491,604,738,1.926892950391645,1.64,1.5030549898167007,1.2218543046357615,2386,2607,2806,3005,3619,237,362,427,463,681,4336.39,4527.37,4654.67,4782.78,5324.59
오픈베이스,49480,3500,-65,1100.0,44.59,KOSDAQ  코스닥 IT S/W & SVC,FICS  컴퓨터 및 주변기기,,,B- ,1566.0,1366.0,1467.0,1574.0,1556.0,0.9936143039591315,1.1390922401171304,1.0606680299931834,0.98856416772554,1126,1329,1241,1347,1448,563,595,529,621,695,563,734,713,726,753,261.83,312.05,299.91,305.17,319.26,237,767,199,339,393,1.6582278481012658,0.5123859191655802,1.9748743718592965,1.1592920353982301,1106,1448,1118,1250,1363,409,695,379,491,577,289.83,319.26,312.15,323.12,335.6
월덱스,101160,28250,-400,4664.0,21.38,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,,695.0,888.0,1055.0,1174.0,1557.0,2.2402877697841728,1.7533783783783783,1.475829383886256,1.3262350936967633,1148,1098,1318,1497,1703,685,566,608,602,615,464,532,710,895,1088,485.81,545.55,761.65,986.58,1220.08,396,427,431,445,488,1.2323232323232323,1.1428571428571428,1.1322505800464038,1.0966292134831461,1773,1703,1831,1861,2055,659,615,654,617,696,1251.68,1220.08,1328.17,1410.24,1548.6
세원물산,24830,6280,0,524.0,2.86,KOSDAQ  코스닥 제조,FICS  자동차부품,BB+,BB+,,761.0,719.0,869.0,1153.0,1558.0,2.0473061760841,2.1668984700973573,1.7928653624856157,1.3512575888985257,2464,2529,2430,2840,3179,612,668,673,950,1110,1853,1862,1757,1891,2069,4337.35,4359.56,4109.51,4428.2,4855, ,0, , , ,,,,, ,3179, , , , ,1110, , , , ,4855, , , 
대동기어,8830,5640,100,507.0,21.67,KOSDAQ  코스닥 제조,FICS  기계,,,,929.0,1135.0,1320.0,1431.0,1564.0,1.6835306781485468,1.3779735682819383,1.1848484848484848,1.092941998602376,1646,1835,1728,1828,1930,1047,1231,1138,1255,1282,598,603,589,574,648,1231.47,1242.51,1211.72,1176.68,1342.36, ,0, , , ,,,,, ,1930, , , , ,1282, , , , ,1342.36, , , 
대림통상,6570,3400,40,518.0,,KSE  코스피 기계,FICS  건축자재,A3-,A3-,,1744.0,1972.0,2013.0,1836.0,1566.0,0.8979357798165137,0.7941176470588235,0.7779433681073026,0.8529411764705882,2307,2293,1993,1795,1597,1141,1185,925,878,832,1166,1107,1067,917,764,608.99,573.31,547.72,456.63,366.84,371,376,354,365,389,1.0485175202156334,1.0345744680851063,1.0988700564971752,1.0657534246575342,1702,1597,1625,1604,1634,857,832,876,855,895,415.45,366.84,358.76,358.59,351.94
한일철강,2220,2670,40,713.0,,KSE  코스피 철강및금속,FICS  금속 및 광물,BB ,BB ,,1113.0,1558.0,1686.0,1730.0,1571.0,1.4115004492362984,1.008344030808729,0.9317912218268091,0.9080924855491329,2999,3199,3122,3194,2951,1447,1558,1508,1703,1463,1552,1641,1614,1491,1488,1421.57,1513.77,1353.14,1247.52,1106.09,773,4,514,656,626,0.8098318240620958,156.5,1.2178988326848248,0.9542682926829268,3126,2951,3037,3140,3363,1670,1463,1478,1480,1658,1185.26,1106.09,1089.41,1152.62,1185.24
씨앤투스성진,352700,8510,-110,817.0,6.0,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,A,A,,306.0,293.0,369.0,475.0,1579.0,5.160130718954249,5.389078498293515,4.279132791327913,3.3242105263157895,663,559,565,553,1240,399,493,445,439,506,265,67,120,114,734,3900.61,2709,2167.88,2078.96,1833.37,411,418,454,440,398,0.9683698296836983,0.9521531100478469,0.8766519823788547,0.9045454545454545,1056,1240,1792,1781,1853,363,506,314,322,287,1724.57,1833.37,2861.62,3004.08,3217.94
드림시큐리티,203650,4270,-30,2161.0,43.79,KOSDAQ  코스닥 제조,FICS  IT 서비스,A,A,,206.0,248.0,283.0,288.0,1584.0,7.689320388349515,6.387096774193548,5.597173144876325,5.5,189,242,270,773,2817,90,44,29,130,1592,99,198,241,643,1225,243.7,520.71,622.26,1206.27,1291.62,368,458,445,499,438,1.190217391304348,0.9563318777292577,0.9842696629213483,0.8777555110220441,2794,2817,3034,3114,3048,1564,1592,1796,1841,2437,1263.98,1291.62,1295.02,1339.18,1141.73
엠플러스,259630,16000,800,1837.0,30.74,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,A,A,,280.0,721.0,781.0,1043.0,1585.0,5.660714285714286,2.1983356449375866,2.029449423815621,1.5196548418024929,384,604,1026,1421,1409,276,269,635,1004,822,108,334,391,416,587,430.45,1207.68,1429.15,1516.98,975.08,442,511,499,35,114,0.2579185520361991,0.22309197651663404,0.22845691382765532,3.257142857142857,1703,1409,1112,1265,1456,1153,822,507,703,911,914.97,975.08,985.85,910.95,880.26
한양디지텍,78350,16700,-100,2546.0,48.22,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,,,A,882.0,767.0,940.0,680.0,1597.0,1.810657596371882,2.0821382007822686,1.6989361702127659,2.348529411764706,659,589,658,942,985,223,193,252,653,501,436,396,406,289,484,791.72,726.57,746.05,511.88,662.9,461,474,514,690,850,1.8438177874186552,1.7932489451476794,1.6536964980544746,1.2318840579710144,1168,985,1251,1226,1514,770,501,689,535,729,634.9,662.9,741.08,826.2,949.05
미원화학,134380,82700,100,1819.0,13.2,KSE  코스피 화학,FICS  화학,B+ ,B+ ,A3-,1399.0,1511.0,1465.0,1547.0,1602.0,1.1451036454610437,1.0602250165453342,1.0935153583617747,1.0355526826115062,982,957,978,1191,1253,99,123,80,169,124,884,833,898,1021,1129,3605.1,3855.21,4119.35,4614.06,5015.56, ,0, , , ,,,,, ,1253, , , , ,124, , , , ,5015.56, , , 
뷰웍스,100120,39050,-350,3906.0,17.06,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,A,A,,1173.0,1235.0,1314.0,1360.0,1603.0,1.3665814151747655,1.2979757085020243,1.2199391171993912,1.1786764705882353,1299,1376,1564,1810,1969,196,116,156,196,263,1104,1261,1407,1615,1706,2127.65,2484.82,2832.92,3245.19,3603.32,401,411,425,487,471,1.174563591022444,1.145985401459854,1.108235294117647,0.9671457905544147,1893,1969,2160,2279,2354,195,263,421,451,485,3587.19,3603.32,3688.13,3864.26,4044.6
지엔씨에너지,119850,4765,0,784.0,26.48,KOSDAQ  코스닥 제조,FICS  전기장비,A,A,C,1164.0,967.0,1261.0,1683.0,1610.0,1.3831615120274914,1.6649431230610134,1.2767644726407612,0.9566250742721331,980,1142,1272,1424,1460,373,445,443,494,376,607,698,829,930,1083,1375.23,720.04,827.84,902.6,954.65,278,555,298,318,338,1.2158273381294964,0.609009009009009,1.1342281879194631,1.0628930817610063,1399,1460,1506,1609,1612,378,376,420,491,478,937.96,954.65,956.61,978.57,996.77
광림,14200,1990,65,1484.0,,KOSDAQ  코스닥 제조,FICS  기계,,,B+ ,873.0,1352.0,1366.0,1459.0,1612.0,1.8465063001145476,1.1923076923076923,1.1800878477306003,1.1048663468128856,2288,2081,1878,2567,2121,1170,1004,977,1520,1305,1118,1077,901,1046,816,307.7,286.38,209.82,248.59,156.04,436,460,345,367,507,1.1628440366972477,1.1021739130434782,1.4695652173913043,1.3814713896457766,2454,2121,2118,2526,2717,1653,1305,1326,2010,1576,151.63,156.04,145.37,44.85,168.81
화천기공,850,35400,150,779.0,17.25,KSE  코스피 기계,FICS  기계,,,,1748.0,2084.0,2156.0,2065.0,1617.0,0.9250572082379863,0.775911708253359,0.75,0.7830508474576271,3463,3606,3856,3749,3784,749,832,976,783,822,2714,2774,2881,2967,2962,2367.48,2421.42,2518.78,2596.91,2592.39,326,434,437,535,510,1.5644171779141105,1.1751152073732718,1.1670480549199085,0.9532710280373832,3780,3784,3837,3956,4094,808,822,872,934,1039,2601.54,2592.39,2595.36,2647.34,2677.13
하이스틸,71090,2760,50,552.0,,KSE  코스피 철강및금속,FICS  금속 및 광물,A1 ,A1 ,A1 ,1489.0,2117.0,1705.0,2143.0,1617.0,1.0859637340496977,0.7638167217760983,0.9483870967741935,0.7545496966868875,2430,2453,2330,2343,2397,1170,1092,1046,1067,1136,1259,1361,1284,1277,1260,1159.63,1261.29,1184.08,1176.81,1160.63,326,487,415,661,504,1.5460122699386503,1.0349075975359343,1.2144578313253012,0.762481089258699,2376,2397,2451,2635,2807,1120,1136,1166,1269,1401,1156.28,1160.63,1185.47,1266.17,1306.1
까뮤이앤씨,13700,2605,130,1176.0,12.78,KSE  코스피 건설업,FICS  건설,,,BB-,1397.0,1722.0,1163.0,2834.0,1617.0,1.1574803149606299,0.9390243902439024,1.3903697334479794,0.5705716302046577,1430,1399,1422,1689,1662,919,808,827,979,835,511,591,596,709,828,130.97,166.38,168.4,218.76,271.17, ,0, , , ,,,,, ,1662, , , , ,835, , , , ,271.17, , , 
BYC,1460,470000,-73000,2936.0,21.58,KSE  코스피 섬유의복,FICS  섬유 및 의복,,,AA ,2119.0,1958.0,1979.0,1706.0,1619.0,0.7640396413402548,0.8268641470888662,0.818089944416372,0.9490035169988277,7330,7458,7384,6939,6791,3392,3465,3310,2596,2265,3939,3993,4074,4343,4527,9285.29,9416.98,9609.16,10249.89,10686.53,368,446,353,395,401,1.0896739130434783,0.899103139013453,1.1359773371104815,1.0151898734177216,7059,6791,6856,6826,6663,2617,2265,2270,2194,1971,10486.13,10686.53,10828.65,10935.73,11081.82
동아엘텍,88130,9910,-140,1057.0,11.16,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,A,A,,2162.0,2505.0,2535.0,2029.0,1620.0,0.7493061979648473,0.6467065868263473,0.6390532544378699,0.7984228684080829,2016,2469,2713,2676,2620,766,530,755,586,509,1250,1939,1957,2090,2111,1940.9,2605.03,2716.9,2855.7,3037.12,439,650,539,458,336,0.765375854214123,0.5169230769230769,0.6233766233766234,0.7336244541484717,2535,2620,2806,2588,2490,443,509,726,462,418,3014.3,3037.12,2994,3084.98,3017.14
디아이,3160,9150,130,2882.0,52.87,KSE  코스피 의료정밀,FICS  반도체 및 관련장비,BBB,BBB,BBB,1097.0,1522.0,1960.0,1095.0,1623.0,1.479489516864175,1.066360052562418,0.8280612244897959,1.4821917808219178,1796,2016,2105,2148,2289,644,680,664,725,905,1152,1335,1441,1423,1383,588.32,689.05,725.51,716.92,745.58,559,397,518,805,475,0.8497316636851521,1.1964735516372795,0.916988416988417,0.5900621118012422,2272,2289,2540,2568,2536,868,905,1134,1069,1008,757.19,745.58,758.76,810.32,827.69
새로닉스,42600,26700,50,3317.0,,KOSDAQ  코스닥 IT H/W,FICS  내구소비재,,,BB-,1179.0,1262.0,1421.0,1638.0,1630.0,1.3825275657336726,1.2916006339144215,1.147079521463758,0.9951159951159951,1120,1166,1313,1346,1388,351,451,517,529,612,769,716,797,817,776,1031.71,1039.98,1165.46,1195.45,1129.77,522,417,447,473,519,0.9942528735632183,1.2446043165467626,1.1610738255033557,1.0972515856236786,1477,1388,1433,1463,2552,631,612,650,685,1253,1237.15,1129.77,1139.6,1133.01,1958.47
FSN,214270,12300,1300,3254.0,,KOSDAQ  코스닥 제조,FICS  미디어,A,A,,325.0,342.0,1115.0,1454.0,1635.0,5.030769230769231,4.780701754385965,1.4663677130044843,1.124484181568088,285,380,1896,1970,2129,60,142,1460,1297,1369,225,238,436,673,760,392.9,324.19,351.32,488.24,469.45,425,503,462,547,559,1.3152941176470587,1.1113320079522864,1.20995670995671,1.0219378427787935,2117,2129,2131,2249,2299,1295,1369,1234,1052,1075,539.86,469.45,513.01,625.01,633.65
하이골드3호,153360,2625,35,,,KSE  코스피 서비스업,FICS  해상운수,AA-,AA-,AA-,4902.0,3330.0,2357.0,3263.0,1644.0,0.3353733170134639,0.4936936936936937,0.697496817988969,0.5038308305240576,20638,21431,21739,23882,25765,8977,8968,9079,10937,12235,11660,12463,12660,12945,13530,1887.42,1931.13,1953.99,1981.57,2086.7,5408,5218,5336,6114,6129,1.1333210059171597,1.1745879647374473,1.1486131934032984,1.0024533856722277,25811,25765,26906,27386,28464,12427,12235,13114,13382,13891,2058.24,2086.7,2145.41,2228.5,2322.46
이아이디,93230,300,0,2822.0,,KSE  코스피 유통업,FICS  석유 및 가스,AA-,AA-,AA-,361.0,844.0,1213.0,1410.0,1652.0,4.576177285318559,1.957345971563981,1.3619126133553174,1.1716312056737588,387,998,800,2053,2259,104,308,61,673,786,283,691,739,1379,1472,91.86,179.76,51.62,25.38,,316,451,444,675,490,1.5506329113924051,1.0864745011086474,1.1036036036036037,0.725925925925926,2123,2259,2295,3006,3869,877,786,776,1203,1828,7.67,,,12.66,18.89
태경비케이,14580,5120,40,1412.0,30.61,KSE  코스피 비금속광물,FICS  건축소재,,,,1715.0,2122.0,2126.0,1864.0,1653.0,0.9638483965014577,0.7789820923656927,0.7775164628410159,0.8868025751072961,2788,2635,2938,3014,2959,1124,926,1009,985,871,1665,1710,1929,2028,2087,713.22,737.1,851.51,870.81,891.61,401,412,436,457,529,1.319201995012469,1.2839805825242718,1.213302752293578,1.1575492341356675,2932,2959,3156,3061,3065,923,871,940,872,850,862,891.61,933.36,929.02,942.31
조이시티,67000,14550,750,6627.0,53.49,KOSDAQ  코스닥 IT S/W & SVC,FICS  게임 소프트웨어,A,A,,725.0,922.0,872.0,1031.0,1654.0,2.2813793103448274,1.7939262472885034,1.896788990825688,1.6042677012609117,588,506,552,649,1113,135,167,287,399,334,453,339,265,250,778,1089.4,895.96,773.69,759.34,1239.56,455,476,530,538,475,1.043956043956044,0.9978991596638656,0.8962264150943396,0.8828996282527881,1007,1113,1170,1247,2383,409,334,297,355,1376,1102.68,1239.56,291.46,293.73,334.76
디씨엠,24090,21550,-1350,2521.0,12.63,KSE  코스피 철강및금속,FICS  금속 및 광물,,,A3-,1285.0,1336.0,1221.0,1453.0,1654.0,1.28715953307393,1.2380239520958083,1.3546273546273546,1.1383344803854094,1820,1862,1879,2070,2279,275,251,250,323,389,1545,1611,1628,1747,1890,2532.44,2685.57,2712.43,3030.31,3284.75, ,0, , , ,,,,, ,2279, , , , ,389, , , , ,3284.75, , , 
SBS미디어홀딩스,101060,1930,0,2700.0,,KSE  코스피 서비스업,FICS  미디어,A1 ,A1 ,A1 ,5045.0,4219.0,2316.0,1756.0,1654.0,0.3278493557978196,0.392036027494667,0.7141623488773747,0.9419134396355353,9058,8684,8802,6741,7163,1389,1104,1055,736,1937,7669,7580,7747,6004,5225,883.31,891.01,910.04,753.01,659.11,448,520,309,549,478,1.0669642857142858,0.9192307692307692,1.5469255663430421,0.8706739526411658,5883,7163,5878,6129,6311,656,1937,559,607,571,658.59,659.11,673.07,702.02,733.24
대한약품,23910,28450,150,1707.0,9.82,KOSDAQ  코스닥 제조,FICS  제약,A,A,,1394.0,1444.0,1587.0,1688.0,1661.0,1.1915351506456242,1.1502770083102494,1.0466288594833018,0.9840047393364929,1603,1844,2348,2469,2531,674,685,944,801,712,929,1159,1404,1668,1819,2998.12,3762.69,4578.72,5459.18,5964.11, ,0, , , ,,,,, ,2531, , , , ,712, , , , ,5964.11, , , 
에프에스티,36810,25950,950,5646.0,28.1,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,,1123.0,1917.0,1651.0,1257.0,1662.0,1.4799643811219947,0.86697965571205,1.0066626287098728,1.3221957040572792,1282,1342,1419,1811,2242,688,546,463,680,904,594,796,955,1132,1339,680.82,764.68,896.76,1068.62,1247.37,348,453,514,593,485,1.3936781609195403,1.0706401766004414,0.943579766536965,0.8178752107925801,2020,2242,2974,3180,3206,723,904,1019,1112,1098,1235.12,1247.37,1704.11,1792.55,1835.13
바이오스마트,38460,5570,-80,1119.0,,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,,,A3+,630.0,804.0,1177.0,1590.0,1664.0,2.641269841269841,2.0696517412935322,1.4137638062871707,1.0465408805031446,1122,1127,1414,1835,1682,548,492,588,775,785,573,636,826,1060,897,579.21,631.97,705.78,953.92,893.38,387,418,444,509,479,1.2377260981912144,1.145933014354067,1.0788288288288288,0.9410609037328095,1773,1682,1690,1714,1923,763,785,797,777,981,986.44,893.38,892.55,932.45,939.53
